title,text,subject,date
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,14-05-2022
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,01-12-2015
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,06-09-2021
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,23-06-2024
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,23-05-2005
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,02-04-2021
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,13-08-2012
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,07-11-2009
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,16-11-2012
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,01-09-2001
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,13-12-2014
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,25-08-2018
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,10-02-2003
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,08-06-2006
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,01-12-2012
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,04-07-2013
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,13-03-2017
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,08-06-2007
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,26-05-2015
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,21-01-2000
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,24-07-2002
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,04-11-2023
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,15-10-2004
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,03-02-2020
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,25-06-2013
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,15-03-2014
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,25-12-2002
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,15-11-2020
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,25-02-2004
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,20-01-2019
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,07-10-2000
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,19-10-2003
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,08-05-2014
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,10-08-2003
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,29-08-2015
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,14-06-2009
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,15-04-2018
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,08-03-2005
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,19-08-2023
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,31-10-2009
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,26-04-2000
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,28-10-2002
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,15-04-2023
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,15-07-2005
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,03-10-2008
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,07-04-2002
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,02-06-2011
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,26-07-2006
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,31-12-2007
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,13-04-2024
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,01-11-2024
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,29-10-2012
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,28-09-2019
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,02-03-2014
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,24-05-2015
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,29-05-2016
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,21-03-2000
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,15-10-2019
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,19-04-2005
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,24-01-2019
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,03-05-2019
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,19-01-2022
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,03-03-2002
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,28-09-2005
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,16-10-2006
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,26-06-2007
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,15-07-2015
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,19-03-2017
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,23-09-2019
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,21-12-2006
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,20-05-2024
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,03-05-2019
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,23-07-2013
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,30-07-2015
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,26-08-2012
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,11-06-2018
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,15-09-2011
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,20-03-2003
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,29-08-2006
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,20-12-2024
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,31-01-2004
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,29-10-2003
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,24-03-2020
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,15-10-2019
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,19-05-2020
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,10-01-2015
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,11-06-2002
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,13-03-2015
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,17-03-2008
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,02-06-2022
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,14-02-2012
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,13-05-2014
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,13-11-2001
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,08-06-2015
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,20-08-2006
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,19-07-2008
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,30-07-2021
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,06-06-2021
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,04-06-2008
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,30-01-2022
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,29-07-2004
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,22-09-2001
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,06-12-2013
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,29-11-2015
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,19-08-2000
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,29-06-2011
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,14-01-2010
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,17-07-2002
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,04-09-2019
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,28-05-2007
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,01-06-2007
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,11-08-2015
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,03-03-2005
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,24-07-2000
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,02-10-2022
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,23-03-2021
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,28-05-2020
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,25-01-2003
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,05-08-2008
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,02-04-2016
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,09-05-2002
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,30-06-2020
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,01-01-2012
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,21-11-2015
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,02-08-2002
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,08-07-2016
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,17-12-2014
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,07-09-2022
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,27-05-2010
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,26-04-2016
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,02-10-2002
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,24-10-2018
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,08-09-2019
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,11-11-2024
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,01-10-2016
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,08-02-2021
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,07-02-2020
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,06-04-2008
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,07-11-2011
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,11-11-2012
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,04-06-2021
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,09-06-2007
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,14-11-2023
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,26-12-2015
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,30-03-2022
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,15-12-2013
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,26-01-2021
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,12-02-2014
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,18-06-2021
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,20-12-2000
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,29-04-2024
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,30-04-2016
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,17-07-2011
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,21-02-2012
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,01-10-2020
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,09-04-2022
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,25-02-2012
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,05-04-2012
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,23-12-2013
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,26-08-2020
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,13-11-2022
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,09-01-2016
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,12-01-2019
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,20-08-2003
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,21-06-2017
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,14-04-2017
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,11-12-2007
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,26-11-2007
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,17-11-2015
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,02-12-2005
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,18-09-2022
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,05-11-2000
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,29-01-2011
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,29-12-2021
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,16-12-2022
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,06-05-2002
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,03-09-2019
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,06-03-2005
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,19-07-2018
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,22-12-2020
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,09-06-2020
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,27-01-2014
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,03-11-2009
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,13-01-2004
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,26-11-2006
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,12-10-2005
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,17-09-2022
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,07-01-2022
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,25-01-2001
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,01-04-2004
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,23-12-2014
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,30-01-2010
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,02-03-2003
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,01-09-2018
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,12-02-2011
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,05-04-2002
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,10-01-2012
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,05-06-2003
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,03-01-2008
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,29-01-2024
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,30-12-2021
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,30-08-2007
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,30-06-2011
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,01-08-2022
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,16-02-2020
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,01-02-2002
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,18-05-2010
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,17-07-2021
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,22-11-2023
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,12-10-2011
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,24-04-2020
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,07-12-2010
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,24-02-2010
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,13-07-2017
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,12-04-2012
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,08-04-2011
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,11-06-2017
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,09-07-2009
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,06-03-2000
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,26-11-2012
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,08-02-2020
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,09-08-2012
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,02-02-2002
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,07-02-2022
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,15-02-2018
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,08-12-2014
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,04-08-2005
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,25-09-2013
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,06-11-2014
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,05-11-2020
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,31-03-2013
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,09-01-2019
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,01-07-2018
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,14-11-2007
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,25-01-2019
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,01-08-2007
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,10-04-2014
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,13-08-2003
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,26-12-2001
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,19-10-2013
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,13-10-2002
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,01-10-2021
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,26-12-2024
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,19-12-2000
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,22-02-2019
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,22-11-2008
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,12-11-2017
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,25-05-2001
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,13-03-2020
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,05-04-2004
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,15-05-2003
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,19-03-2016
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,24-05-2020
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,18-08-2005
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,04-04-2004
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,17-09-2012
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,28-01-2018
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,31-05-2013
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,11-09-2002
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,28-09-2017
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,11-11-2020
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,11-10-2020
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,06-06-2004
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,07-03-2019
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,03-11-2010
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,02-03-2014
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,03-09-2007
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,18-01-2002
